"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","subject_id","random_condition","participant_name","task","rt","stimulus","response","round","player_choice","computer_choice","result","question_order"
"","","","","","html-button-response","10","2.0.0","326658","b7on3ezmv1","loser","Mic","","2810","<p><b>Round 2</b><br>Choose your move:</p>","0","2","Rock","","",""
"","","","","","html-keyboard-response","11","2.0.0","328006","b7on3ezmv1","loser","Mic","","null","<p>Waiting for Jonathon to choose...</p>","null","","","","",""
"","","","","","html-keyboard-response","12","2.0.0","331211","b7on3ezmv1","loser","Mic","","null","<p style=""font-size:48px; font-weight:bold;"">3...</p>","null","","","Paper","computer",""
"","","","","","html-keyboard-response","13","2.0.0","333217","b7on3ezmv1","loser","Mic","","2003","
          <div style=""display:flex; justify-content:center; align-items:center; gap:60px;"">
            <div style=""text-align:center;"">
              <p><b>Mic chose:</b></p>
              <img src='exp_code/Images/Rock_Participant.png' width='300'>
            </div>
            <div style=""text-align:center;"">
              <p><b>Jonathon chose:</b></p>
              <img src='exp_code/Images/Paper_Computer.png' width='300'>
            </div>
          </div>
        <p style=""font-size:24px; color:red;""><b>Jonathon wins this round!</b></p><p style='font-size:small;'>Press any key to continue.</p>"," ","","","","",""
"","","","","","html-button-response","14","2.0.0","335714","b7on3ezmv1","loser","Mic","","2495","<p><b>Round 3</b><br>Choose your move:</p>","1","3","Paper","","",""
"","","","","","html-keyboard-response","15","2.0.0","337345","b7on3ezmv1","loser","Mic","","null","<p>Waiting for Jonathon to choose...</p>","null","","","","",""
"","","","","","html-keyboard-response","16","2.0.0","340548","b7on3ezmv1","loser","Mic","","null","<p style=""font-size:48px; font-weight:bold;"">3...</p>","null","","","Rock","player",""
"","","","","","html-keyboard-response","17","2.0.0","343257","b7on3ezmv1","loser","Mic","","2707","
          <div style=""display:flex; justify-content:center; align-items:center; gap:60px;"">
            <div style=""text-align:center;"">
              <p><b>Mic chose:</b></p>
              <img src='exp_code/Images/Paper_Participant.png' width='300'>
            </div>
            <div style=""text-align:center;"">
              <p><b>Jonathon chose:</b></p>
              <img src='exp_code/Images/Rock_Computer.png' width='300'>
            </div>
          </div>
        <p style=""font-size:24px; color:green;""><b>Mic wins this round!</b></p><p style='font-size:small;'>Press any key to continue.</p>"," ","","","","",""
"","","","","","html-button-response","18","2.0.0","350690","b7on3ezmv1","loser","Mic","","7430","
      <h1 style = ""text-align: center""><b>Practice rounds complete!</b></h1>
      <p style = ""text-align: start"">Now that you have finished the practice rounds, do you feel like you understand how to play Rock, Paper, Scissors?</p>
      <p style = ""text-align: start"">If not, the instructions will be displayed again before the main game.</p>
    ","0","","","","",""
"","","","","","html-keyboard-response","19","2.0.0","366199","b7on3ezmv1","loser","Mic","","15508","
        <h2>Final Round Instructions</h2>
        <p style = ""text-align: start"">You will now proceed to the <b>final round</b> of Rock-Paper-Scissors against Jonathon.</p>
        <p style = ""text-align: start"">Remember the winner of the round will receive a reward of XXX.</p>
        <p style = ""text-align: start"">If there is a tie, the round will be replayed until there is a winner.</p>
        <p style = ""text-align: start""> The rules are below in case you forgot: </p>
        <ol style =""list-style-type=decimal; list-style-position:inside;padding-left:0; display=inline-block; text-align: start"">
            <li>Rock crushes Scissors</li><li>Paper covers Rock</li><li>Scissors cut Paper</li>
        <p style = ""text-align: start"">Good luck!</p>
        <p style= ""font-size:small; text-align:start""><i>Press any key to begin the main game.</i></p>
        "," ","","","","",""
"","","","","","html-button-response","20","2.0.0","370526","b7on3ezmv1","loser","Mic","","4319","<p><b>Main Game</b><br>Choose your move:</p>","1","","Paper","","",""
"","","","","","html-keyboard-response","21","2.0.0","372419","b7on3ezmv1","loser","Mic","","null","<p>Waiting for Jonathon to choose...</p>","null","","","","",""
"","","","","","html-keyboard-response","22","2.0.0","375636","b7on3ezmv1","loser","Mic","","null","<p style=""font-size:48px; font-weight:bold;"">3...</p>","null","","","Scissors","computer",""
"","","","","","html-keyboard-response","23","2.0.0","377325","b7on3ezmv1","loser","Mic","","1686","
            <div style=""display:flex; justify-content:center; align-items:center; gap:60px;"">
                <div style=""text-align:center;"">
                <p><b>Mic chose:</b></p>
                <img src='exp_code/Images/Paper_Participant.png' width='300'>
                </div>
                <div style=""text-align:center;"">
                <p>Jonathon chose:</b></p>
                <img src='exp_code/Images/Scissors_Computer.png' width='300'>
                </div>
            </div>
            <p style=""font-size:24px; color:red;""><b>Jonathon wins this round!</b> Player 2 wins $XX.</p><p style='font-size:small;'>Press any key to continue.</p>"," ","","","","",""
"","","","","","html-keyboard-response","24","2.0.0","379193","b7on3ezmv1","loser","Mic","","1867","<h2>Earnings</h2><p>Mic's Earnings: $0</p><p>Press any key to continue.</p>"," ","","","","",""
"","","","","","html-button-response","25","2.0.0","381710","b7on3ezmv1","loser","Mic","","2514","<p>Who won the last round you played?</p>","1","","","","",""
"","","","","","survey-likert","26","2.0.0","436023","b7on3ezmv1","loser","Mic","","54305","","{""Q0"":5,""Q1"":4,""Q2"":4,""Q3"":2,""Q4"":3,""Q5"":6,""Q6"":5,""Q7"":2,""Q8"":0,""Q9"":3}","","","","","[0,1,2,3,4,5,6,7,8,9]"
"","","","","","survey-likert","27","2.0.0","477408","b7on3ezmv1","loser","Mic","","41381","","{""Q0"":2,""Q1"":3,""Q2"":1,""Q3"":0,""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":1}","","","","","[0,1,2,3,4,5,6,7,8]"
"","","","","","survey-multi-choice","28","2.1.0","486438","b7on3ezmv1","loser","Mic","","9028","","{""Q0"":""My luck during the game.""}","","","","","[0]"
"","","","","","survey-likert","29","2.0.0","569682","b7on3ezmv1","loser","Mic","","83238","","{""Q0"":2,""Q1"":1,""Q2"":"""",""Q3"":1,""Q4"":4,""Q5"":4,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":0,""Q14"":0,""Q15"":3,""Q16"":4,""Q17"":3,""Q18"":5,""Q19"":4}","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]"
"","","","","","survey-likert","30","2.0.0","668630","b7on3ezmv1","loser","Mic","","98943","","{""Q0"":3,""Q1"":4,""Q2"":4,""Q3"":3,""Q4"":4,""Q5"":4,""Q6"":2,""Q7"":6,""Q8"":0,""Q9"":4,""Q10"":4,""Q11"":3,""Q12"":0,""Q13"":3,""Q14"":2}","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]"
"","","","","","survey-multi-choice","31","2.1.0","671102","b7on3ezmv1","loser","Mic","","2469","","{""Q0"":""Female""}","","","","","[0]"
"","","","","","survey-text","32","2.0.0","673568","b7on3ezmv1","loser","Mic","","2461","","{""Q0"":""22""}","","","","",""
"","","","","","html-keyboard-response","33","2.0.0","678574","b7on3ezmv1","loser","Mic","","null","
        <h1>Thank you for participating in this study titled, Reproducibility of Psychological Science and Instruction.</h1>
        <p>We were interested in games with low external control influences feelings of envy. You played a rock, paper, scissors with another participant and either won a reward or not. Following this, you responded to emotion assessments regarding how you felt towards the person you played rock, paper, scissors with.
        <p>If other people knew the true purpose of the study, it might affect how they behave/answer questions, so we are asking you not to share the information we just discussed. </p><br>
        <p>Thank you for your participation!</p><br>
        <p style = ""font-size:small""><i>You may now close the tab.</i></p>
    ","null","","","","",""
